SERVICE_REQUEST_ID	STATUS	SERVICE_NAME	SERVICE_CODE	DESCRIPTION	AGENCY_RESPONSIBLE	REQUESTED_DATETIME	UPDATED_DATETIME	EXPECTED_DATETIME	ADDRESS	ZIPCODE	LATITUDE	LONGITUDE	REQUESTED_DATE	UPDATED_DATE	LAST_TABLE_UPDATE
SR22065203	NEW	"""Signal, traf/ped/school repair"""	"""TSIG-MAL"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2022-07-15	2022-07-15	2022-07-16	"""4016 PADDOCK RD, CINC - GJ1773637244"""	45229	39.1570364334528	-84.4803356060332	07/15/2022 12:00:00 AM	07/15/2022 12:00:00 AM	07/15/2022 12:00:00 AM
SR22084172	NEW	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Police Department	2022-09-12	2022-09-12	2022-09-13	"""1331 JOSEPH ST, CINC - GJ1812438980"""	45237	39.1727151172334	-84.4750193964506	09/12/2022 12:00:00 AM	09/12/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22084177	CLOS	"""Dead animal"""	"""DAPUB1"""	"""DEAD DOG """	Public Services	2022-09-12	2022-09-13	2022-09-13	"""WARSAW AV & GRAND AV - GJ1090731797 """	45204	39.1098261133163	-84.5607320399743	09/12/2022 12:00:00 AM	09/13/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR21108696	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2021-12-30	2021-12-30	2022-01-13	"""2428 WHITE ST - GJ1061933836 """	45214	39.1282502308782	-84.5634299071591	12/30/2021 12:00:00 AM	12/30/2021 12:00:00 AM	12/30/2021 12:00:00 AM
SR21087333	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Living room ceiling fell in."""	Cinc Building Dept	2021-10-04	2021-10-19	2022-10-04	"""3418 READING RD - GJ1674235506 """	45229	39.1417820925982	-84.4921152281006	10/04/2021 12:00:00 AM	10/19/2021 12:00:00 AM	11/06/2021 12:00:00 AM
SR22091109	NEW	"""Park Trees"""	"""TREEPARK"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Park Department	2022-10-05	2022-10-05	2022-11-04	"""3522 BURCH AV, CINC - GJ2066435518"""	45208	39.1409130143813	-84.4467596673478	10/05/2022 12:00:00 AM	10/05/2022 12:00:00 AM	10/05/2022 12:00:00 AM
SR22100946	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-11-14	2022-11-14	2022-11-28	"""2621 RIDGECLIFFE AV, CINC - GJ2105039801"""	45212	39.1793630000056	-84.4409054914557	11/14/2022 12:00:00 AM	11/14/2022 12:00:00 AM	11/14/2022 12:00:00 AM
SR22024450	NEW	"""Tires, Special Collection"""	"""TIRES"""	"""4 tires"""	Public Services	2022-03-17	2022-03-17	2022-03-31	"""1936 DALEWOOD PL - GJ1933939408 """	45237	39.1762624108408	-84.4608291800645	03/17/2022 12:00:00 AM	03/17/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22048818	NEW	"""Litter, private property"""	"""LITR-PRV"""	"""dumping on RR property at the end of Desmond"""	Public Services	2022-05-31	2022-05-31	2022-07-15	"""6524 DESMOND ST - GJ2612938025 """	45227	39.1620723226932	-84.3827726914897	05/31/2022 12:00:00 AM	05/31/2022 12:00:00 AM	05/31/2022 12:00:00 AM
SR22089524	CLOS	"""Trash, request for collection"""	"""RF-COLLT"""	"""rtc whole street"""	Public Services	2022-09-30	2022-09-30	2022-10-07	"""2521 SUNNYHILL DR - GJ1083636940 """	45225	39.156143774073	-84.5599523060153	09/30/2022 12:00:00 AM	09/30/2022 12:00:00 AM	09/30/2022 12:00:00 AM
SR22088976	NEW	"""Yard waste,rtc"""	"""YDWSTA-J"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-09-28	2022-09-28	2022-10-05	"""823 MANN PL, CINC - GJ1712136048"""	45229	39.146575818157	-84.4875532317774	09/28/2022 12:00:00 AM	09/28/2022 12:00:00 AM	09/28/2022 12:00:00 AM
SR21107797	NEW	"""Yard waste,rtc"""	"""YDWSTA-J"""	"""Y/W AT CURB FOR 2 WEEKS """	Public Services	2021-12-27	2021-12-27	2022-01-03	"""1015 CUTTER ST - GJ1392431429 """	45203	39.1057756270857	-84.5259776676006	12/27/2021 12:00:00 AM	12/27/2021 12:00:00 AM	12/27/2021 12:00:00 AM
SR22048417	NEW	"""Dead animal"""	"""DAPUB1"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-30	2022-05-30	2022-05-31	"""51 WOODSDALE AV, CINC - GJ1828943616"""	45216	39.2144124742256	-84.4716061042442	05/30/2022 12:00:00 AM	05/30/2022 12:00:00 AM	05/30/2022 12:00:00 AM
SR22001632	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-01-07	2022-01-07	2022-01-21	"""3624 DICKENS AV - GJ2334539706 """	45213	39.1779249158444	-84.414406123464	01/07/2022 12:00:00 AM	01/07/2022 12:00:00 AM	01/07/2022 12:00:00 AM
SR22054912	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-06-16	2022-06-16	2022-06-30	"""2042 BALTIMORE AV, CINC - GJ1075535316"""	45225	39.1415488696559	-84.5613832540075	06/16/2022 12:00:00 AM	06/16/2022 12:00:00 AM	06/16/2022 12:00:00 AM
SR22020089	CLOS	"""Annual - c annual insp"""	"""ANNUALC"""	"""Foster Home"""	Fire Dept	2022-03-03	2022-03-04	2049-07-18	"""3435 BEVIS AV - GJ1901835344 """	45207	39.1397585970965	-84.4658591415563	03/03/2022 12:00:00 AM	03/04/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22091191	NEW	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""WHITE CAMARY  ON STREET FOR SEVERAL WEEKS TEMP TAGS"""	Police Department	2022-10-06	2022-10-06	2022-10-07	"""4675 RAPID RUN RD - GJ0803631970 """	45238	39.1120693976326	-84.5938540338616	10/06/2022 12:00:00 AM	10/06/2022 12:00:00 AM	10/06/2022 12:00:00 AM
SR22012648	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""Transfer: 02/15/2022 2:44 PM/SGOODWINREFER TO POTHOLE REPAIR  - Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-02-11	2022-03-08	2022-02-27	"""2061 BEECHMONT AV, CINC - GJ2596830238"""	45230	39.0920737511522	-84.3869503696248	02/11/2022 12:00:00 AM	03/08/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22079399	CLOS	"""Litter, private property"""	"""LITR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-28	2022-09-12	2022-10-12	"""2358 FLORA ST, CINC - GJ1401033794"""	45219	39.1270573900607	-84.52423194181	08/28/2022 12:00:00 AM	09/12/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22051304	NEW	"""Trash cart, repair"""	"""TRREPR"""	"""LIP REPAIR"""	Public Services	2022-06-07	2022-06-07	2022-06-24	"""3411 WOODBURN AV - GJ1815035388 """	45207	39.140373786318	-84.475874184691	06/07/2022 12:00:00 AM	06/07/2022 12:00:00 AM	06/07/2022 12:00:00 AM
SR22023963	OPEN	"""Sidewalk, Obstructions"""	"""ADASDWKO"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2022-03-15	2022-03-15	2022-09-11	"""5426 HAMILTON AV, CINC - """	45224	39.1888452488354	-84.5457960541848	03/15/2022 12:00:00 AM	03/15/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22049212	NEW	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	""" """	Public Services	2022-06-01	2022-06-01	2022-07-16	"""856 BLAIR AV - GJ1691135454 """	45229	39.1412770692392	-84.4901789005747	06/01/2022 12:00:00 AM	06/01/2022 12:00:00 AM	06/01/2022 12:00:00 AM
SR22022984	CLOS	"""Trash, improper set out"""	"""TRASH-I"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-03-11	2022-03-14	2022-03-18	"""253 W 73RD ST, CINC - GJ1721341688"""	45216	39.1973218255766	-84.484683028261	03/11/2022 12:00:00 AM	03/14/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22067135	NEW	"""Litter, private property"""	"""LITR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-07-21	2022-07-21	2022-09-04	"""3559 READING RD, CINC - """	45229	39.1466106972506	-84.4903228374827	07/21/2022 12:00:00 AM	07/21/2022 12:00:00 AM	07/21/2022 12:00:00 AM
SR22039868	NEW	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Police Department	2022-05-05	2022-05-05	2022-05-06	"""704 CLANORA DR, CINC - GJ0838431148"""	45205	39.1045932655567	-84.5900748828361	05/05/2022 12:00:00 AM	05/05/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22093059	PEND	"""Recycling, new 96 gallon cart"""	"""NEW96CRT"""	"""2 recycling toters"""	City Manager's Office	2022-10-13	2022-10-13	2022-10-23	"""3330 ERIE AV - GJ2267835656 """	45208	39.1416315554441	-84.4234545743647	10/13/2022 12:00:00 AM	10/13/2022 12:00:00 AM	10/13/2022 12:00:00 AM
SR22092380	NEW	"""Litter, private property"""	"""LITR-PRV"""	"""EXCESSIVE TRASH IN DRIVEWAY"""	Cinc Building Dept	2022-10-11	2022-10-11	2022-11-25	"""1731 WYOMING AV - GJ0962832886 """	45205	39.1199387561401	-84.5751732116829	10/11/2022 12:00:00 AM	10/11/2022 12:00:00 AM	10/11/2022 12:00:00 AM
SR22053457	OPEN	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-06-14	2022-06-14	2022-07-29	"""6226 KENNEDY AV, CINC - GJ2337340460"""	45213	39.1847042054837	-84.4138145057853	06/14/2022 12:00:00 AM	06/14/2022 12:00:00 AM	06/14/2022 12:00:00 AM
SR22056875	NEW	"""Litter, private property"""	"""LITR-PRV"""	"""EXCESSIVE TRASH IN FRONT YARD"""	Public Services	2022-06-23	2022-06-23	2022-08-07	"""755 SEDAM ST - GJ0995429771 """	45204	39.0918164888744	-84.5723701611275	06/23/2022 12:00:00 AM	06/23/2022 12:00:00 AM	06/23/2022 12:00:00 AM
SR22057017	NEW	"""Roaches - bldg or apartment"""	"""ROACHES"""	"""Roaches"""	Cinc Health Dept	2022-06-23	2022-06-23	2022-12-20	"""799 DUTCH COLONY DR - GJ1440140797 """	45232	39.1899971185662	-84.5175013587127	06/23/2022 12:00:00 AM	06/23/2022 12:00:00 AM	06/23/2022 12:00:00 AM
SR22043725	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-16	2022-05-16	2022-05-30	"""3576 VISTA AV, CINC - GJ1982535785"""	45208	39.1435277771657	-84.4563683147009	05/16/2022 12:00:00 AM	05/16/2022 12:00:00 AM	05/16/2022 12:00:00 AM
SR21083358	CLOS	"""Building, residential"""	"""BLD-RES"""	"""EMPTYING GARBAGE AT 3-530AM"""	Cinc Building Dept	2021-09-20	2021-10-08	2022-09-20	"""5642 HAMILTON AV - GJ1233041080 """	45224	39.1930481072068	-84.5413762546023	09/20/2021 12:00:00 AM	10/08/2021 12:00:00 AM	11/06/2021 12:00:00 AM
SR22078875	NEW	"""Default, City"""	"""DFLTCITY"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-25	2022-08-25	2022-09-04	"""4623 CHICKERING AV, CINC - GJ1494839033"""	45232	39.1739875009636	-84.5117245866656	08/25/2022 12:00:00 AM	08/25/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22020854	CLOS	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-03-06	2022-03-15	2022-03-20	"""1639 ATSON LN, CINC - GJ0978132660"""	45205	39.1178710156279	-84.5734692992569	03/06/2022 12:00:00 AM	03/15/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22079325	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-27	2022-08-27	2022-09-10	"""2034 CLAUDIA CT, CINC - GJ2620930269"""	45230	39.0922383872855	-84.3844280109176	08/27/2022 12:00:00 AM	08/27/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22097150	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-10-29	2022-10-29	2022-11-12	"""6611 HIALEA CT, CINC - GJ2721730838"""	45230	39.0971017728918	-84.3725861299421	10/29/2022 12:00:00 AM	10/29/2022 12:00:00 AM	10/29/2022 12:00:00 AM
SR22026310	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-03-23	2022-03-23	2022-04-06	"""370 ROSEMONT AV, CINC - GJ0934430509"""	45204	39.0986071029889	-84.5791823033693	03/23/2022 12:00:00 AM	03/23/2022 12:00:00 AM	03/23/2022 12:00:00 AM
SR22043534	OPEN	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-16	2022-05-16	2022-06-30	"""2315 FLORA ST, CINC - """	45219	39.1254541678715	-84.5248239761915	05/16/2022 12:00:00 AM	05/16/2022 12:00:00 AM	05/16/2022 12:00:00 AM
SR22050703	NEW	"""Trash, request for collection"""	"""RF-COLLT"""	"""RTC"""	Public Services	2022-06-06	2022-06-06	2022-06-13	"""311 W 4TH ST - GJ1465030691 """	45202	39.0989531797471	-84.5178227688969	06/06/2022 12:00:00 AM	06/06/2022 12:00:00 AM	06/06/2022 12:00:00 AM
SR22042898	CLOS	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""3610 RECEIVED THE COMPLAINT. BLU TOYOTA, OH/HWW1481"""	Police Department	2022-05-13	2022-05-13	2022-05-14	"""2815 PRICE AV - GJ1102231437 """	45204	39.1065521576512	-84.5595116634831	05/13/2022 12:00:00 AM	05/13/2022 12:00:00 AM	05/13/2022 12:00:00 AM
SR22091902	CLOS	"""Trash, late set out """	"""LTSTT"""	""" """	Public Services	2022-10-10	2022-10-10	2022-10-17	"""1251 IDA ST - GJ1622532040 """	45202	39.1107034748839	-84.4992017590153	10/10/2022 12:00:00 AM	10/10/2022 12:00:00 AM	10/10/2022 12:00:00 AM
SR21092613	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Final inspection and approval required on wrecking permit. Issue to owner and contractor."""	Cinc Building Dept	2021-10-22	2021-10-26	2022-10-22	"""1628 BRUCE AV - GJ1225938230 """	45223	39.1674136308574	-84.5430977331985	10/22/2021 12:00:00 AM	10/26/2021 12:00:00 AM	11/06/2021 12:00:00 AM
SR22048355	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-30	2022-05-30	2022-06-13	"""3314 N STERLING WY, CINC - GJ2269136404"""	45209	39.1483722499087	-84.4230429506474	05/30/2022 12:00:00 AM	05/30/2022 12:00:00 AM	05/30/2022 12:00:00 AM
SR22094106	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-10-17	2022-10-17	2022-10-31	"""5101 RAVENNA ST - GJ2512737963 """	45227	39.1617708038811	-84.3943738817384	10/17/2022 12:00:00 AM	10/17/2022 12:00:00 AM	10/17/2022 12:00:00 AM
SR22073093	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-08	2022-08-08	2022-08-22	"""917 DANA AV, CINC - GJ1744536636"""	45229	39.1517870877618	-84.4836161226393	08/08/2022 12:00:00 AM	08/08/2022 12:00:00 AM	08/08/2022 12:00:00 AM
SR22064027	OPEN	"""Yard waste,rtc"""	"""YDWSTA-J"""	"""MISSED YARD WASTE- ABOUT 5 OTHER HOUSES ON THE STREET LAYING """	Public Services	2022-07-13	2022-07-13	2022-07-20	"""3623 ZINSLE AV - GJ2340840586 """	45213	39.1858317970398	-84.4133829451	07/13/2022 12:00:00 AM	07/13/2022 12:00:00 AM	07/13/2022 12:00:00 AM
SR22067667	NEW	"""Signal, traf/ped/school repair"""	"""TSIG-MAL"""	"""LIGHTS ON FLASH"""	Dept of Trans and Eng	2022-07-22	2022-07-22	2022-07-23	"""BROADWAY & E 5TH ST - GJ1562331073 """	45202	39.1021494660188	-84.5064627170558	07/22/2022 12:00:00 AM	07/22/2022 12:00:00 AM	07/22/2022 12:00:00 AM
SR22061846	NEW	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""OVER GROWN PROPERTY, CITIZEN STATES THE PROPERTY IS FULL OF ROCKS."""	Public Services	2022-07-07	2022-07-07	2022-08-21	"""2564 MILLENNIUM PL - GJ0882536128 """	45211	39.1493193245993	-84.5834545236566	07/07/2022 12:00:00 AM	07/07/2022 12:00:00 AM	07/07/2022 12:00:00 AM
SR22076435	CLOS	"""Trash, no trash at location"""	"""TRSHNTRL"""	"""Transfer: 08/18/2022 11:22 AM/SMOORETRANSFER TO NO TRASH AT LOCATION - PER 854@ 10:38AM- NOT OUT"""	Public Services	2022-08-18	2022-08-18	2022-08-25	"""3600 SCHWARTZE AV - GJ0569835733 """	45211	39.1465084788384	-84.6197381018322	08/18/2022 12:00:00 AM	08/18/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22019934	CLOS	"""Street plates, place/remove"""	"""STRTPLTM"""	"""Plate has been left behind at the above address and has shiffted, the corner of the plate is sticking up and is creating a traffic hazard."""	Public Services	2022-03-02	2022-03-02	2022-03-03	"""927 WELLS ST - GJ1013531614 """	45205	39.1083642648268	-84.5697133487927	03/02/2022 12:00:00 AM	03/02/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22014894	OPEN	"""Damage Claim - TROD"""	"""DMGTROD"""	""".2 MILES FROM THE TORRENCE INTERSECTION OFF OF RIVER ROAD- SHE HIT THE POTHOLE WHILE IT WAS RAINING- THE POTHOLE WAS UNAVOIDABLE BECAUSE IF SHE SWERVED SHE WOULDVE WENT INTO INCOMING TRAFFICE """	Public Services	2022-02-18	2022-02-22	2022-03-20	"""2489 RIVERSIDE DR - GJ1936833602 """	45202	39.1239823678695	-84.462378936287	02/18/2022 12:00:00 AM	02/22/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22054740	NEW	"""Trash, request for collection"""	"""RF-COLLT"""	"""RTC"""	Public Services	2022-06-16	2022-06-16	2022-06-23	"""2740 HARRISON AV - GJ0815835286 """	45211	39.1418924322912	-84.5914235546017	06/16/2022 12:00:00 AM	06/16/2022 12:00:00 AM	06/16/2022 12:00:00 AM
SR22015038	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-02-18	2022-03-02	2022-03-02	"""2714 JEFFERSON AV, CINC - GJ1516134264"""	45219	39.1310017618759	-84.5107839321663	02/18/2022 12:00:00 AM	03/02/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22086110	NEW	"""Default, City"""	"""DFLTCITY"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-09-18	2022-09-18	2022-09-28	"""2904 GLENDORA AV, CINC - GJ1526134524"""	45219	39.1331479474848	-84.5096005411114	09/18/2022 12:00:00 AM	09/18/2022 12:00:00 AM	09/18/2022 12:00:00 AM
SR21037086	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-05-05	2021-08-30	2022-05-05	"""238 BAXTER AV, CINC - GJ1567236451"""	45220	39.1505602081331	-84.5041762772051	05/05/2021 12:00:00 AM	08/30/2021 12:00:00 AM	08/30/2021 12:00:00 AM
SR22023524	CLOS	"""Trash, request for collection"""	"""RF-COLLT"""	"""REG TRASH NOT COLLECTED """	Public Services	2022-03-14	2022-03-18	2022-03-21	"""645 CLEMMER AV - GJ1369333998 """	45219	39.1289552029032	-84.5278408323639	03/14/2022 12:00:00 AM	03/18/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR21042505	CLOS	"""Curbs, curbs new"""	"""NMPRVDST"""	"""Transfer: 07/13/2021 11:59 AM/SGOODWINREFER TO DOTE CURB - VIEW NOTES  - Transfer: 07/13/2021 11:52 AM/SGOODWINREFER TO DOTE SIDEWALK  - ASPHALT CURB IS CRUMBLING. CITIZEN IS REQUESTING TO HAVE THE CURB EXTENDED TO PREVENT RAIN WATER FROM RUSHING ONTO PROPERTY"""	Dept of Trans and Eng	2021-05-20	2021-07-14	2022-07-13	"""4354 DANE AV - GJ1316538286 """	45223	39.1676943404413	-84.5325924404224	05/20/2021 12:00:00 AM	07/14/2021 12:00:00 AM	07/14/2021 12:00:00 AM
SR22033683	NEW	"""Mold, building or apartment"""	"""MOLD"""	"""BTHRM, ALSO UNDER KITCHEN SINK """	Cinc Health Dept	2022-04-18	2022-04-18	2022-10-15	"""2870 MONTANA AV - GJ0802636093 """	45211	39.149188421946	-84.5927058087457	04/18/2022 12:00:00 AM	04/18/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22051378	NEW	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-06-07	2022-06-07	2022-07-22	"""2780 LAFEUILLE AV, CINC - GJ0824834556"""	45211	39.1353020942051	-84.5906068735722	06/07/2022 12:00:00 AM	06/07/2022 12:00:00 AM	06/07/2022 12:00:00 AM
SR22102017	NEW	"""Yard waste,rtc"""	"""YDWSTA-J"""	"""rtc"""	Public Services	2022-11-17	2022-11-17	2022-11-24	"""2219 KIPLING AV - GJ1031442011 """	45239	39.2019203214809	-84.564418537173	11/17/2022 12:00:00 AM	11/17/2022 12:00:00 AM	11/17/2022 12:00:00 AM
SR22034216	CLOS	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-04-19	2022-05-03	2022-05-03	"""140 KINSEY AV, CINC - GJ1556233691"""	45219	39.1257400293581	-84.5063319123113	04/19/2022 12:00:00 AM	05/03/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22036117	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-04-25	2022-04-25	2022-05-09	"""2305 MAPLEWOOD AV - GJ1571833415 """	45219	39.1232100608347	-84.504620262257	04/25/2022 12:00:00 AM	04/25/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22107799	NEW	"""Litter, private property"""	"""LITR-PRV"""	"""EMPTY LOT BEHIND THE MARATHON GAS STATION"""	Cinc Building Dept	2022-12-13	2022-12-13	2023-01-27	"""CLARION AV & MONTGOMERY RD - GJ1870135877 """	45207	39.1446315474367	-84.4693599550548	12/13/2022 12:00:00 AM	12/13/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22046942	OPEN	"""Recycling, collect green cart"""	"""RCYCLNG"""	"""RTC"""	City Manager's Office	2022-05-24	2022-05-24	2022-05-25	"""1734 FAIRFAX AV - GJ1845934868 """	45207	39.13561183648	-84.4724785038337	05/24/2022 12:00:00 AM	05/24/2022 12:00:00 AM	05/24/2022 12:00:00 AM
SR22028944	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-04-01	2022-04-01	2022-04-15	"""907 LEXINGTON AV - GJ1735335951 """	45229	39.1456378010052	-84.4849168415831	04/01/2022 12:00:00 AM	04/01/2022 12:00:00 AM	04/01/2022 12:00:00 AM
SR22038208	OPEN	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-02	2022-05-02	2022-06-16	"""1415 REGENT AV, CINC - GJ1828639426"""	45237	39.176690545331	-84.4729929174591	05/02/2022 12:00:00 AM	05/02/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22050867	NEW	"""Tree, limbs, down  ROW """	"""TDWNLDUF"""	"""On Kemper there is a tree limb hanging over into the road way,"""	Park Department	2022-06-06	2022-06-06	2022-07-06	"""KEMPER LN & RIVERSIDE DR - GJ1726632500 """	45202	39.114587461734	-84.4870264819624	06/06/2022 12:00:00 AM	06/06/2022 12:00:00 AM	06/06/2022 12:00:00 AM
SR22040845	OPEN	"""Sign, down/missing stop sign"""	"""SGNDNA"""	"""Transfer: 5/9/2022 2:27 PM/MTHEURERResident reports that stop sign was knocked down. - Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-09	2022-05-09	2022-05-10	"""4805 BEVERLY HILL DR, CINC - GJ2293033913"""	45208	39.1258850165618	-84.4210987886048	05/09/2022 12:00:00 AM	05/09/2022 12:00:00 AM	05/09/2022 12:00:00 AM
SR22061439	NEW	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-07-06	2022-07-06	2022-08-20	"""1149 N LYNNEBROOK DR, CINC - GJ1260841520"""	45224	39.1969492345604	-84.5380201421193	07/06/2022 12:00:00 AM	07/06/2022 12:00:00 AM	07/06/2022 12:00:00 AM
SR22028426	CLOS	"""Trash, tagged collections"""	"""TGGDCLLC"""	"""PER 658 @ 706AM TOTER W/ CONSTRUCTION """	Public Services	2022-03-31	2022-03-31	2022-04-07	"""2935 LAFEUILLE AV - GJ0822935106 """	45211	39.1402610057028	-84.5906661625169	03/31/2022 12:00:00 AM	03/31/2022 12:00:00 AM	03/31/2022 12:00:00 AM
SR22084091	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""BIG BEAN BAG CHAIR"""	Public Services	2022-09-12	2022-09-12	2022-09-26	"""2402 FAIRVIEW AV - GJ1366033743 """	45219	39.1266758065159	-84.5283075183802	09/12/2022 12:00:00 AM	09/12/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22038614	CLOS	"""Street cleaning"""	"""SCLEN1"""	"""refigerator in street"""	Public Services	2022-05-02	2022-05-03	2022-05-09	"""1627 MIRAMAR CT - GJ1948342163 """	45237	39.2010275900485	-84.4582767460163	05/02/2022 12:00:00 AM	05/03/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22104351	NEW	"""Trash, improper set out"""	"""TRASH-I"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-11-29	2022-11-29	2022-12-06	"""2247 FLORA ST, CINC - GJ1395233498"""	45219	39.1243993362017	-84.5249945762244	11/29/2022 12:00:00 AM	11/29/2022 12:00:00 AM	11/29/2022 12:00:00 AM
SR22018305	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-02-26	2022-03-01	2022-03-10	"""1010 ELM ST, CINC - """	45202	39.1062108400254	-84.517403528952	02/26/2022 12:00:00 AM	03/01/2022 12:00:00 AM	03/20/2022 12:00:00 AM
