SERVICE_REQUEST_ID	STATUS	SERVICE_NAME	SERVICE_CODE	DESCRIPTION	AGENCY_RESPONSIBLE	REQUESTED_DATETIME	UPDATED_DATETIME	EXPECTED_DATETIME	ADDRESS	ZIPCODE	LATITUDE	LONGITUDE	REQUESTED_DATE	UPDATED_DATE	LAST_TABLE_UPDATE
SR21063061	NEW	"""Land/use, non-permttd use res"""	"""USE_R"""	"""Noisy Roosters."""	Cinc Building Dept	2021-07-19	2021-07-19	2022-01-15	"""5860 PANAMA ST - GJ2243027062 """	45228	39.0643308670796	-84.4291273528052	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21063327	NEW	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-07-19	2021-07-19	2022-07-19	"""1815 WILLIAM H TAFT RD, CINC - GJ1869633807"""	45206	39.1260049061331	-84.4700758957431	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21063427	NEW	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-07-19	2021-07-19	2022-07-19	"""4428 HOMER AV, CINC - GJ2569137052"""	45227	39.1534275404284	-84.3881528634199	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062936	OPEN	"""Sidewalk, repair haz"""	"""SIDWLKH"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2021-07-18	2021-07-19	2022-01-14	"""2951 ERIE AV, CINC - GJ2185235255"""	45208	39.1382413550603	-84.4331088904772	07/18/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062934	OPEN	"""Sidewalk, repair haz"""	"""SIDWLKH"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2021-07-18	2021-07-19	2022-01-14	"""2969 ERIE AV, CINC - GJ2191635252"""	45208	39.1381986186457	-84.4323777435688	07/18/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062937	OPEN	"""Sidewalk, repair haz"""	"""SIDWLKH"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2021-07-18	2021-07-19	2022-01-14	"""2917 ERIE AV, CINC - GJ2170535283"""	45208	39.1385288085304	-84.4348094906643	07/18/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062933	OPEN	"""Sidewalk, repair haz"""	"""SIDWLKH"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2021-07-18	2021-07-19	2022-01-14	"""3001 ERIE AV, CINC - GJ2197835240"""	45208	39.1380758607562	-84.4316690842375	07/18/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062401	CLOS	"""Food borne complaint 1person"""	"""FDBRNCMP"""	"""Person ate at Swampwater on 7/1/21 and became ill on 7/4/21.  Confirmed positive for vibrio thru Clermont County.  Ate raw oysters"""	Cinc Health Dept	2021-07-16	2021-07-19	2022-01-12	"""3742 KELLOGG AV - GJ2144832324 """	45226	39.1119502453307	-84.4387526858063	07/16/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062419	CLOS	"""Tree, trim required public"""	"""TRTRIMUF"""	"""Transfer: 07/19/2021 6:57 AM/SGOODWINREFER TO URBAN FORESTRY - Request entered through the Web. Refer to Intake Questions for further description."""	Park Department	2021-07-16	2021-07-19	2022-07-19	"""1437 PLEASANT ST, CINC - GJ1458432057"""	45202	39.111264707526	-84.5181583364624	07/16/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062041	CLOS	"""Tree, blocking visbility-priv"""	"""TRBVPRUF"""	"""OVERGROWN TREES BLOCKING VISIBILITY """	Park Department	2021-07-15	2021-07-19	2022-07-15	"""3595 VAN ANTWERP PL - GJ1658636223 """	45229	39.1482801787503	-84.4936960556362	07/15/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062220	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Common hallways & stairways smell like """"fumes"""". Bathroom light stays on it doesn't turn off. Flooring is very soft it feels like its about to fall in. Common entrance security door keypad doesn't work correctly. """	Cinc Building Dept	2021-07-15	2021-07-19	2022-07-15	"""926 CHAPEL ST - GJ1718834356 """	45206	39.1313209743313	-84.4873371376372	07/15/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21062169	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Water heater leaking for almost a year"""	Cinc Building Dept	2021-07-15	2021-07-19	2022-07-15	"""4811 YARMOUTH PL - GJ1859239046 """	45237	39.173191883579	-84.4695922749011	07/15/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21061780	CLOS	"""Mold, building or apartment"""	"""MOLD"""	"""CLOSET, BEDRM"""	Cinc Health Dept	2021-07-14	2021-07-19	2022-01-10	"""1118 CHAPEL ST - GJ1743034350 """	45206	39.13120415681	-84.4845376159757	07/14/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21060975	CLOS	"""Parking, grass front yd res"""	"""PRKNGYRD"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-07-13	2021-07-19	2022-01-09	"""119 W 72ND ST, CINC - GJ1753541584"""	45216	39.1963056274376	-84.4809908094063	07/13/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21061438	OPEN	"""Sidewalk, repairs inspection"""	"""SDWKRP"""	"""Transfer: 7/19/2021 7:25 AM/JHINZMANContinue complaint - Transfer: 07/14/2021 10:32 AM/SMOOREPer 489- area looks like its under construction  - Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2021-07-13	2021-07-19	2022-01-15	"""3801 GLENWAY AV, CINC - """	45205	39.1137599371508	-84.5763693124557	07/13/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21060497	CLOS	"""Mold, building or apartment"""	"""MOLD"""	"""MOLD IN LAUNDRY ROOM"""	Cinc Health Dept	2021-07-12	2021-07-19	2022-01-08	"""757 RIDGEWAY AV - GJ1674435183 """	45229	39.1388751119552	-84.492195082678	07/12/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21060438	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Kitchen outlets spark. Windows have cracks & leaks. Living room walls have cracks and has started to """"buckle"""".  Common hallway lights are not working. """	Cinc Building Dept	2021-07-12	2021-07-19	2022-07-12	"""4741 RAPID RUN RD - GJ0781931830 """	45238	39.1108588585106	-84.596401972565	07/12/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21060571	CLOS	"""Parking, grass front yd res"""	"""PRKNGYRD"""	""" """	Cinc Building Dept	2021-07-12	2021-07-19	2022-01-08	"""4313 VINE ST - GJ1567237811 """	45217	39.1627939877419	-84.503763133544	07/12/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21060295	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-07-11	2021-07-19	2022-07-11	"""808 LUDLOW AV, CINC - GJ1327936125"""	45220	39.1482148286187	-84.5319480999107	07/11/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21059774	CLOS	"""Rats, in a building"""	"""RATS"""	"""RATS AND MICE """	Cinc Health Dept	2021-07-09	2021-07-19	2022-01-05	"""6102 MEYERS DR - GJ1736344070 """	45215	39.2187250965671	-84.482191622039	07/09/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21059252	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Bedroom ceiling has a hole, leaks, peeling and looks like its about to cave in. Kitchen outlets don't work. Heater in bedroom doesn't work. """	Cinc Building Dept	2021-07-08	2021-07-19	2022-07-08	"""7100 EASTLAWN DR - GJ1966940877 """	45237	39.1894043333265	-84.4565446973572	07/08/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21059410	CLOS	"""Plumbing, defective"""	"""PLMB_DEF"""	"""TUB AND KITCHEN SINK LEAKS """	Cinc Health Dept	2021-07-08	2021-07-19	2022-01-04	"""2787 SHAFFER AV - GJ0835135605 """	45211	39.1447165028488	-84.5890951695018	07/08/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21059268	CLOS	"""Mold, building or apartment"""	"""MOLD"""	"""BATHRM CEILING FELL IN, MOLD IN THE CEILING """	Cinc Health Dept	2021-07-08	2021-07-19	2022-01-04	"""915 BARRY LN - GJ1781537102 """	45229	39.1558802982006	-84.479206025066	07/08/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21058920	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Transfer: 07/13/2021 7:27 AM/ATAYLORTransfer SR from commercial subtype to residential subtype - Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-07-07	2021-07-19	2022-07-13	"""356 THRALL ST, CINC - GJ1418135972"""	45220	39.1466139010011	-84.5215679021449	07/07/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21058890	CLOS	"""Unsanitary living conditions"""	"""BD_UNSAN"""	"""DRIED SEWAGE NEEDS TO BE CLEANED FROM FLOODING, COMP TRIED TO CLEAN IT THEMSELVES.  NEEDS TO BE PROF CLEANED"""	Cinc Health Dept	2021-07-07	2021-07-19	2022-01-03	"""2654 HARRISON AV - GJ0834535273 """	45211	39.1417389928879	-84.5892711999254	07/07/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21058727	CLOS	"""Rats, outside a building"""	"""RATSOUT"""	"""CONCERNED CITIZEN BELIEVES MICE AND RATS ARE COMING FROM THIS BUILDING BECAUSE OF CHICKEN FEED THAT IS STORED IN THE BACK OF THIS HOME FROM THEM RAISING CHICKENS AND ROOSTERS IN BACKYARD """	Cinc Health Dept	2021-07-07	2021-07-19	2022-01-03	"""3226 BUELL ST - GJ0606235523 """	45211	39.1445326630536	-84.6155908339023	07/07/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21058525	CLOS	"""Mice, building has mice"""	"""MICE-BLD"""	"""MICE IN THE BLD """	Cinc Health Dept	2021-07-06	2021-07-19	2022-01-02	"""4803 WILLIAMSBURG RD NW - GJ1732243986 """	45215	39.2179832694982	-84.4826931957433	07/06/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21058378	CLOS	"""Roaches - bldg or apartment"""	"""ROACHES"""	"""ROACHES"""	Cinc Health Dept	2021-07-06	2021-07-19	2022-01-02	"""4962 HAWAIIAN TER - GJ1052140142 """	45223	39.1850488593118	-84.5625994865627	07/06/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21058375	CLOS	"""Mold, building or apartment"""	"""MOLD"""	"""MOLD ON WALLS & DOOR JAMB"""	Cinc Health Dept	2021-07-06	2021-07-19	2022-01-02	"""4962 HAWAIIAN TER - GJ1052140142 """	45223	39.1850488593118	-84.5625994865627	07/06/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056737	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Porch brick wall collapsed. Wall had been repaired, but caller still wants an investigation as to why the wall collasped. """	Cinc Building Dept	2021-06-30	2021-07-19	2022-06-30	"""2818 STRATFORD AV - GJ1423134554 """	45220	39.1338317843673	-84.52144724904	06/30/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056219	OPEN	"""Building, residential"""	"""BLD-RES"""	"""exterior violations."""	Cinc Building Dept	2021-06-29	2021-07-19	2022-06-29	"""7847 GLEN ORCHARD DR - GJ1940942768 """	45237	39.2064898967765	-84.4589302742316	06/29/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056216	OPEN	"""Building, residential"""	"""BLD-RES"""	"""exterior violations."""	Cinc Building Dept	2021-06-29	2021-07-19	2022-06-29	"""7839 GLEN ORCHARD DR - GJ1940542739 """	45237	39.2062253058679	-84.4589864328969	06/29/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056213	OPEN	"""Building, residential"""	"""BLD-RES"""	"""exterior violations."""	Cinc Building Dept	2021-06-29	2021-07-19	2022-06-29	"""7823 GLEN ORCHARD DR - GJ1940442682 """	45237	39.2057140233884	-84.4590145318911	06/29/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056211	OPEN	"""Building, residential"""	"""BLD-RES"""	"""exterior violations."""	Cinc Building Dept	2021-06-29	2021-07-19	2022-06-29	"""7821 GLEN ORCHARD DR - GJ1940242674 """	45237	39.2056448626288	-84.4590443716201	06/29/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056202	OPEN	"""Building, residential"""	"""BLD-RES"""	"""exterior violations"""	Cinc Building Dept	2021-06-29	2021-07-19	2022-06-29	"""7856 GLEN ORCHARD DR - GJ1945142801 """	45237	39.2067728519234	-84.4584369198791	06/29/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056204	OPEN	"""Building, residential"""	"""BLD-RES"""	"""exterior violations"""	Cinc Building Dept	2021-06-29	2021-07-19	2022-06-29	"""7860 GLEN ORCHARD DR - GJ1945142815 """	45237	39.2069047304335	-84.4584335370585	06/29/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056222	OPEN	"""Building, residential"""	"""BLD-RES"""	"""exterior violations."""	Cinc Building Dept	2021-06-29	2021-07-19	2022-06-29	"""7851 GLEN ORCHARD DR - GJ1940942784 """	45237	39.2066381856723	-84.4589308799033	06/29/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21056209	OPEN	"""Building, residential"""	"""BLD-RES"""	"""exterior violations."""	Cinc Building Dept	2021-06-29	2021-07-19	2022-06-29	"""7864 GLEN ORCHARD DR - GJ1944942830 """	45237	39.2070389966627	-84.4584514002682	06/29/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21055720	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-06-28	2021-07-19	2022-06-28	"""681 GREENWOOD AV, CINC - GJ1687636746"""	45229	39.1529217345828	-84.4901629136533	06/28/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21052353	OPEN	"""Building, residential"""	"""BLD-RES"""	"""BATHROOM LIGHT WILL NOT TURN OFF"""	Cinc Building Dept	2021-06-17	2021-07-19	2022-06-17	"""926 CHAPEL ST - GJ1718834356 """	45206	39.1313209743313	-84.4873371376372	06/17/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21038332	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-05-09	2021-07-19	2022-05-09	"""725 EAST EPWORTH AV, CINC - GJ1446238915"""	45232	39.1730405109357	-84.5173885486097	05/09/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21036693	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Hole in vent, allowing rodents to enter builing."""	Cinc Building Dept	2021-05-04	2021-07-19	2022-05-04	"""16 INTERVINE PL - GJ1496136276 """	45220	39.149156161959	-84.5124600828651	05/04/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21032797	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Working without permit."""	Cinc Building Dept	2021-04-21	2021-07-19	2022-04-21	"""5006 LACONIA AV - GJ1936239496 """	45237	39.1770500998204	-84.4605336028849	04/21/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21020793	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-03-13	2021-07-19	2022-03-13	"""206 AVALON ST, CINC - GJ1851742904"""	45216	39.2079418720208	-84.4692005976909	03/13/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21009648	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Inspect to update conditions & reissue B201610628."""	Cinc Building Dept	2021-02-09	2021-07-19	2022-02-09	"""644 OVERLOOK AV - GJ0771131334 """	45238	39.106420034506	-84.597803048151	02/09/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21008383	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Ceiling & walls, near side door entry,  has started to collapsed. Walls leak and are bubbling. Plaster walls are crumbling. Where the walls have crumbled you can see the brick exterior to the house.  """	Cinc Building Dept	2021-02-03	2021-07-19	2022-02-03	"""1543 MARLOWE AV - GJ1187541824 """	45224	39.1998637979311	-84.5464063746245	02/03/2021 12:00:00 AM	07/19/2021 12:00:00 AM	07/19/2021 12:00:00 AM
SR21063768	CLOS	"""Sign Removable Attached"""	"""SIGNREMV"""	""" """	Law Department	2021-07-20	2021-07-20	2022-07-20	"""15 W 14TH ST - GJ1475031961 """	45202	39.1103638601626	-84.5162677051138	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063789	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063745	NEW	"""Building, residential"""	"""BLD-RES"""	"""Ceilings have leaks & have holes. Bathroom & living room ceilings have started to collapse. Steps inside the apartment have holes.  Outside the bricks are falling off the chimney. Animals are getting inside the walls, there is scratching noise coming from the walls.  Mice infestation."""	Cinc Building Dept	2021-07-20	2021-07-20	2022-07-20	"""986 CLEVELAND AV - GJ1733635584 """	45229	39.1423396787453	-84.485225769244	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063747	CLOS	"""Benches"""	"""BENCHES"""	"""Intersection of Gilbert and Lincoln"""	Law Department	2021-07-20	2021-07-20	2022-07-20	"""902 LINCOLN AV - GJ1714234463 """	45206	39.1322957040977	-84.4878301428056	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063815	CLOS	"""Outdoor Cafe Seating"""	"""CAFESRSP"""	""" """	Law Department	2021-07-20	2021-07-20	2022-07-20	"""1709 RACE ST - GJ1456232420 """	45202	39.1145413483102	-84.5183017113776	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063792	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063771	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063762	CLOS	"""Historic Marker Free Standing"""	"""HISTMARC"""	"""Historical marker located close to 2100 Duck Creek"""	Law Department	2021-07-20	2021-07-20	2022-07-20	"""2103 DUCK CREEK RD - GJ1932635601 """	45207	39.1419925363122	-84.4622221484431	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063779	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063769	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063774	CLOS	"""Colored Concrete """	"""CONCOLOR"""	""" """	Law Department	2021-07-20	2021-07-20	2022-07-20	"""6 E 4TH ST - GJ1511130830 """	45202	39.1000928808223	-84.5124557801285	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063777	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063775	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063523	NEW	"""Elevator, HAZARD"""	"""BLD-ELEH"""	"""The 2 escalators at Crew Tower 441 Vine Street have been written up in the  past for annual safety test past due, the last test was 11/15/2019 and to be barricaded due to not operating. We have discussed this numerous times with the people at the Carew Tower and there still has been no compliance to the directions given them and the numerous write-ups"""	Cinc Building Dept	2021-07-20	2021-07-20	2022-01-16	"""441 VINE ST - GJ1505730914 """	45202	39.1008569906186	-84.5130521542198	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063526	NEW	"""Building, plmb permit violatn"""	"""PLMB PV"""	"""Downspouts installed at datached garage discharging to neighboring property."""	Cinc Building Dept	2021-07-20	2021-07-20	2022-01-16	"""4116 MILLSBRAE AV - GJ2132036946 """	45209	39.1535982008469	-84.438723254704	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063778	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063812	OPEN	"""Sidewalk, repair haz"""	"""SIDWLKH"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2021-07-20	2021-07-20	2022-01-16	"""4750 PLAYFIELD LN, CINC - GJ2390732798"""	45226	39.1163459445075	-84.4155326173304	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063787	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063458	NEW	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-07-20	2021-07-20	2022-07-20	"""2128 HATMAKER ST, CINC - """	45204	39.1045071067716	-84.5521800190157	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063808	CLOS	"""Sign Removable Attached"""	"""SIGNREMV"""	""" """	Law Department	2021-07-20	2021-07-20	2022-07-20	"""2519 GILBERT AV - GJ1693633814 """	45206	39.1265004614823	-84.4904200493904	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063859	OPEN	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	"""DAYCARE"""	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""1995 CENTRAL AV - GJ1371833034 """	45214	39.1202791718798	-84.5278586125136	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063793	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2021-07-20	2021-07-20	2022-01-16	"""705 E PETE ROSE WY - GJ1623430944 """	45202	39.1008426509627	-84.499446692611	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063088	OPEN	"""Building, fire req insp-com"""	"""BLDCRFIF"""	"""Structure fire. 7-15-2021 @ 13:20 hrs."""	Cinc Building Dept	2021-07-19	2021-07-20	2022-01-15	"""3055 COLERAIN AV - GJ1277635057 """	45225	39.1387223977494	-84.5381097165656	07/19/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21063230	CLOS	"""Unsanitary living conditions"""	"""BD_UNSAN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Health Dept	2021-07-19	2021-07-20	2022-01-15	"""1129 CLEARBROOK DR, CINC - GJ1769138209"""	45229	39.1658807115005	-84.4802673027261	07/19/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21062809	CLOS	"""Building, commercial CBHCODEC"""	"""BLD-COM"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-07-17	2021-07-20	2022-01-13	"""6272 SAVANNAH AV, CINC - GJ1123142498"""	45224	39.2060909651291	-84.553644154671	07/17/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21062527	CLOS	"""Rats, outside a building"""	"""RATSOUT"""	""" """	Cinc Health Dept	2021-07-16	2021-07-20	2022-01-12	"""1983 KINNEY AV - GJ1914834895 """	45207	39.1356813978536	-84.4645003515942	07/16/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21062594	CLOS	"""Mold, building or apartment"""	"""MOLD"""	"""MOLD IN BASMENT  APT. BLDG/ 271-9601  APOSTICAL CAPITAL RETIREMENT"""	Cinc Health Dept	2021-07-16	2021-07-20	2022-01-12	"""926 CHAPEL ST - GJ1718834356 """	45206	39.1313209743313	-84.4873371376372	07/16/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
SR21062084	CLOS	"""Building, residential"""	"""BLD-RES"""	"""BROKEN HANDRAIL"""	Cinc Building Dept	2021-07-15	2021-07-20	2022-07-15	"""1401 WITTEKIND TER - GJ1231642461 """	45224	39.20548553526	-84.5411058605941	07/15/2021 12:00:00 AM	07/20/2021 12:00:00 AM	07/20/2021 12:00:00 AM
